Attrition,DailyRate,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,Research & Development,Life Sciences,Marketing,Medical,Other,Technical Degree,Travel_Rarely,Male,Human Resources,Laboratory Technician,Manager,Manufacturing Director,Research Director,Research Scientist,Sales Representative,Married,Single,within 10km,>10km,old,avg_work_years
0,177,3,920,1,55,3,2,23814,4,21,3,1,4,2,4,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1.0
1,500,3,922,3,49,2,3,22052,1,13,4,0,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0
1,1427,1,923,4,65,3,4,8870,1,19,1,0,1,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1.0
0,1425,1,924,3,68,3,4,4821,0,17,1,1,17,2,2,8,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0
0,1454,4,925,4,65,2,4,13137,1,18,1,0,3,3,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3.0
1,617,1,926,2,34,3,3,10022,0,19,1,1,4,3,4,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
1,1085,4,927,2,57,1,4,17725,4,13,3,1,10,1,2,7,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.5
0,995,3,930,3,77,3,3,9834,5,18,2,1,6,2,3,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.2
1,1122,3,932,4,70,3,1,4303,7,21,4,0,8,2,1,2,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1.1428571428571428
0,618,3,933,2,76,3,3,17808,1,19,3,0,1,2,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0
0,546,3,934,2,83,3,2,6896,1,14,2,2,1,3,3,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0
0,462,2,936,3,68,2,3,7824,7,17,1,0,10,6,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1.4285714285714286
0,1198,4,939,3,100,2,1,3339,3,11,2,0,6,1,3,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2.0
0,1272,3,940,3,37,2,2,9255,2,13,4,1,24,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.0
0,154,4,941,2,41,2,3,11737,3,15,2,0,13,2,4,7,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,4.333333333333333
0,1137,1,942,4,51,3,4,19170,1,25,4,1,10,2,1,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10.0
0,527,2,944,1,51,3,2,22477,4,11,3,1,29,3,2,9,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,7.25
0,1469,4,945,4,51,3,3,5543,4,17,1,2,13,2,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,3.25
0,1188,2,947,4,45,3,3,24406,1,13,4,1,9,2,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.0
0,188,4,949,2,65,3,4,23293,2,18,3,0,8,6,3,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,4.0
0,1333,3,950,4,80,3,1,16292,1,13,2,1,15,3,3,12,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,15.0
0,1184,3,951,3,70,2,2,3974,6,20,3,0,5,3,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8333333333333334
1,867,2,952,3,36,2,2,18798,1,18,3,3,1,2,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1.0
0,658,4,954,1,67,2,2,20652,2,12,2,1,11,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5.5
0,1283,3,956,3,52,2,1,11148,1,12,2,0,7,2,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.0
0,263,3,957,4,59,3,1,3119,2,13,3,0,20,3,3,13,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,10.0
0,938,4,958,3,79,3,3,12287,4,21,3,0,16,6,3,8,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,4.0
1,419,3,959,4,37,2,2,9947,1,13,2,0,1,3,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0
1,129,3,960,1,84,3,1,13008,1,19,2,0,1,2,3,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1.0
0,616,3,961,4,41,3,4,17369,0,11,3,2,10,2,1,7,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
0,1469,4,964,4,35,3,2,25063,8,14,4,1,3,2,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.375
0,498,4,966,3,93,3,1,13554,1,12,3,1,8,2,4,7,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,8.0
1,530,1,967,3,51,2,4,5518,1,11,1,1,16,6,3,7,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,16.0
0,1069,3,969,2,42,2,4,12291,0,14,1,0,6,3,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1,625,4,970,1,46,2,3,14922,5,11,3,0,17,2,1,1,11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.4
0,805,2,972,3,57,3,2,23163,1,12,2,0,9,5,2,7,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,9.0
0,1404,3,974,3,84,3,4,18203,1,15,2,1,3,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3.0
0,1219,3,975,3,86,3,3,6179,1,16,2,0,5,3,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.0
0,1053,2,976,4,70,3,4,13829,2,15,2,1,26,2,2,8,7,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,13.0
1,289,3,977,4,51,3,3,26227,4,24,1,0,7,4,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1.75
0,1376,2,981,3,45,3,3,13938,6,13,3,1,22,3,4,13,15,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3.6666666666666665
0,231,2,982,3,62,3,3,9977,5,11,1,1,10,2,4,4,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0
0,152,3,983,3,85,3,4,19899,1,13,2,0,6,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.0
0,882,4,984,4,92,3,4,6812,6,13,2,1,12,2,3,9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
0,903,5,985,1,41,4,3,2560,0,18,4,0,9,3,3,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1,1479,3,986,2,100,4,2,17071,4,16,4,0,22,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.5
0,1379,4,987,3,64,4,3,6759,1,19,3,0,20,3,4,10,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,20.0
0,1229,4,990,1,84,3,4,25952,4,13,4,2,12,3,3,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
1,335,2,991,3,46,2,1,10322,0,22,1,0,4,0,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.0
0,722,3,992,4,38,3,3,20489,1,11,4,0,10,2,3,8,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,10.0
1,906,3,994,4,92,2,1,11479,6,20,3,0,3,5,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.5
0,461,1,995,2,53,3,4,17241,3,18,1,0,5,4,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1.6666666666666667
0,974,4,996,4,91,3,4,11005,3,14,4,2,8,2,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.6666666666666665
0,1126,2,997,4,66,3,4,6615,9,22,3,1,32,1,2,4,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.5555555555555554
0,827,4,998,3,84,4,2,20161,1,13,1,1,6,2,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
0,840,3,999,1,64,3,3,3735,2,17,2,1,21,2,4,16,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,10.5
0,1134,4,1001,3,37,3,2,12086,9,14,2,1,4,2,3,2,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.4444444444444444
0,248,2,1002,4,42,3,1,14039,1,15,3,1,9,2,3,8,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,9.0
0,955,2,1003,4,83,3,4,8571,1,17,3,0,9,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,9.0
1,138,3,1004,1,48,3,3,11539,4,11,2,0,7,2,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1.75
0,939,3,1005,4,95,3,3,4161,3,18,4,1,22,2,3,11,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,7.333333333333333
0,1391,1,1006,3,66,3,3,12127,0,17,2,1,3,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0
0,566,2,1007,4,75,3,3,24208,6,13,2,1,13,3,3,7,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,2.1666666666666665
0,1206,1,1009,4,41,2,3,24117,1,15,2,2,5,6,3,2,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0
1,622,4,1010,3,39,2,2,10074,1,24,4,1,5,2,1,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.0
0,853,1,1011,3,96,3,1,11275,1,12,3,1,4,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0
0,287,2,1012,2,73,3,4,13493,1,15,4,0,0,2,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.0
0,1441,3,1013,3,56,3,3,13943,8,11,3,1,22,2,3,7,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2.75
0,583,4,1014,3,57,3,3,6975,1,11,3,1,16,3,2,10,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
0,153,2,1015,2,73,4,1,17802,0,12,3,3,9,4,2,7,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0
1,1097,3,1016,4,98,2,1,18275,1,15,1,0,1,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1.0
1,109,3,1017,2,60,3,2,25725,0,17,1,0,4,3,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.0
0,1066,2,1018,4,32,4,4,3334,1,12,2,0,8,2,3,7,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,8.0
0,217,1,1019,2,94,1,1,6881,1,15,1,1,4,3,2,3,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,4.0
0,277,3,1022,1,97,2,3,13119,2,13,4,0,19,0,3,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,9.5
0,1355,4,1024,3,78,2,3,22245,7,14,2,0,27,3,3,11,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,3.857142857142857
0,549,2,1025,4,42,3,3,23371,6,14,2,0,8,6,3,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1.3333333333333333
0,466,1,1026,4,65,2,4,7060,1,16,3,1,21,3,3,6,11,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,21.0
0,1055,4,1027,1,47,3,4,4658,0,18,2,1,4,2,3,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0
0,802,3,1028,2,45,3,4,9541,1,20,1,1,3,4,2,2,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3.0
0,265,2,1029,4,90,3,3,7770,6,13,2,0,21,3,4,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,3.5
0,804,3,1030,1,64,3,4,20165,4,18,2,0,8,5,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,2.0
0,715,3,1032,3,69,2,4,21829,3,13,1,0,30,4,3,3,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,10.0
1,1141,2,1033,1,61,1,2,14382,5,15,1,0,15,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0
0,135,4,1034,3,62,3,2,12992,3,14,4,2,17,3,3,7,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,5.666666666666667
0,247,1,1035,2,55,1,3,20284,1,22,2,2,21,3,3,16,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,21.0
0,1035,4,1036,2,42,3,4,4981,8,12,3,0,19,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.375
1,265,2,1037,2,79,1,1,21813,8,18,4,0,7,6,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.875
1,266,1,1038,1,57,1,4,25846,1,15,4,1,33,3,3,14,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,33.0
0,1448,3,1039,4,53,4,4,11737,3,18,3,1,23,2,3,11,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,7.666666666666667
0,145,3,1040,4,95,3,3,24920,0,12,1,1,19,3,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
1,885,4,1042,3,43,4,1,8269,1,16,3,0,18,1,3,13,15,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,18.0
0,945,3,1043,4,82,3,1,5083,1,13,3,0,21,2,3,6,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,21.0
0,1038,1,1044,2,88,2,4,21437,0,19,4,0,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0
0,1234,2,1045,4,90,3,4,5404,3,13,2,1,26,4,4,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,8.666666666666666
0,1109,4,1046,4,69,3,3,11135,9,12,2,0,10,2,3,7,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.1111111111111112
0,216,4,1047,2,75,4,4,12278,0,11,4,1,16,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,1089,2,1048,2,66,3,4,11038,3,14,3,1,14,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,4.666666666666667
0,788,4,1049,2,36,3,2,8318,1,16,1,0,6,3,3,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,6.0
0,124,3,1050,3,38,2,2,23537,2,12,1,1,30,2,3,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15.0
1,660,3,1052,1,81,3,3,7858,7,14,2,1,9,3,2,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.2857142857142858
1,342,3,1053,1,57,3,1,15346,6,14,2,1,6,2,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0
0,1333,4,1055,3,87,3,3,18410,1,19,4,1,1,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1.0
0,1144,1,1056,4,74,3,2,23384,1,22,2,0,1,5,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1.0
0,1186,4,1060,3,44,3,3,2997,3,16,1,1,8,2,3,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2.6666666666666665
0,1464,4,1061,2,62,3,3,12853,2,11,4,1,29,2,2,1,7,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,14.5
0,124,3,1062,4,35,3,2,13848,3,15,1,0,8,3,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6666666666666665
0,300,3,1066,3,74,3,1,22217,1,14,2,1,8,3,2,7,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8.0
0,921,1,1068,1,66,2,3,25265,1,13,3,2,5,5,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0
0,430,4,1069,4,40,3,4,21445,9,17,4,2,23,0,3,2,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.5555555555555554
0,1082,4,1070,3,41,2,3,8392,6,11,2,1,13,4,3,4,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.1666666666666665
0,1240,3,1071,1,63,3,3,12154,2,19,2,1,18,4,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,9.0
0,796,5,1073,4,51,2,4,15669,0,11,2,0,15,2,2,8,7,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0
0,444,1,1074,3,40,2,1,17323,7,15,2,0,31,3,4,7,6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,4.428571428571429
0,415,3,1076,3,79,2,4,5268,5,13,3,1,18,5,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3.6
1,769,3,1077,4,54,3,4,17205,1,14,2,0,2,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0
1,1334,3,1079,3,36,2,1,17258,1,13,1,0,1,6,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0
0,1003,4,1080,4,74,2,1,21029,8,23,1,3,19,2,3,13,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2.375
1,1323,4,1081,1,34,3,3,10332,9,12,3,3,18,2,4,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,2.0
1,1366,2,1082,2,72,2,1,12355,1,12,1,0,10,2,2,7,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,10.0
0,192,2,1083,1,59,2,1,11141,1,16,1,2,6,2,3,3,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,6.0
0,1176,3,1084,3,85,3,1,9096,0,15,3,1,7,1,2,2,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.0
0,509,2,1085,2,43,4,3,18863,1,13,3,0,10,3,3,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,10.0
0,330,1,1088,3,65,2,3,24608,0,18,1,1,20,4,2,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
0,1492,4,1092,1,61,3,4,26542,4,20,4,1,14,6,3,10,11,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3.5
0,1277,5,1094,1,87,1,3,5869,1,19,4,3,3,4,3,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3.0
0,1091,1,1096,4,65,3,2,15813,3,18,2,1,23,4,3,2,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,7.666666666666667
0,857,3,1097,3,59,3,3,7909,3,13,4,0,10,4,4,7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,3.3333333333333335
1,1376,2,1098,2,91,2,1,2326,9,14,4,1,24,1,3,6,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2.6666666666666665
0,654,3,1099,4,34,2,4,21214,4,15,3,1,9,2,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2.25
1,1204,3,1100,4,86,3,1,10333,0,22,1,0,9,2,3,7,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0
1,827,4,1101,1,54,2,3,3129,1,22,2,0,14,4,3,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,14.0
0,895,2,1102,1,50,3,3,22482,1,16,4,1,4,5,2,2,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,4.0
0,618,1,1103,1,45,3,4,22266,0,17,3,0,7,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
0,309,4,1105,4,88,2,4,24223,2,14,3,3,8,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
1,1219,1,1106,4,32,3,4,4605,1,15,2,1,7,3,4,7,5,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,7.0
1,1330,3,1107,1,37,3,3,19373,1,20,3,1,1,0,2,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.0
1,1017,3,1108,1,55,2,2,2993,4,20,2,0,5,0,3,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1.25
0,469,2,1109,4,35,3,1,14399,0,17,4,1,23,3,3,6,13,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.0
1,1009,3,1111,1,45,2,2,7160,1,15,1,2,1,2,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0
1,959,4,1113,4,81,3,3,17251,3,14,4,0,5,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667
0,970,3,1114,4,30,3,2,13401,0,17,3,1,4,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
0,697,4,1115,3,40,2,4,22478,3,17,4,3,6,2,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2.0
0,1262,4,1116,1,35,4,4,16154,2,22,3,0,27,3,2,4,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,13.5
0,1050,4,1117,2,65,2,3,17970,1,13,4,1,15,2,3,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,15.0
0,994,4,1118,2,87,3,2,15322,7,19,4,0,18,4,3,6,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2.5714285714285716
0,770,4,1119,3,73,2,3,5569,0,14,2,2,9,2,3,7,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
0,1107,4,1120,3,93,3,4,26968,4,22,1,1,11,1,3,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.75
0,950,3,1121,4,93,3,2,8039,0,17,2,3,10,3,2,7,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
0,406,1,1124,1,52,3,3,15596,3,12,4,1,23,3,3,9,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,7.666666666666667
0,130,2,1125,4,32,3,2,20619,7,16,3,0,10,2,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.4285714285714286
0,1082,3,1126,3,83,3,1,11535,8,11,3,1,18,1,3,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2.25
1,203,3,1127,1,84,3,4,13547,7,11,4,3,21,4,3,7,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
0,1308,3,1128,3,44,2,3,17544,1,14,1,0,21,2,4,7,4,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,21.0
0,984,1,1131,4,70,2,2,25326,1,11,3,0,2,6,4,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0
0,439,3,1132,3,70,3,2,8770,9,15,3,0,9,2,2,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.0
0,217,4,1133,1,78,3,4,23238,2,20,1,0,18,0,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,9.0
0,793,3,1135,3,67,4,4,21981,0,12,1,1,3,4,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0.0
0,1451,1,1136,1,67,2,2,19911,0,17,1,0,6,2,1,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0
0,1182,2,1137,4,54,3,4,18500,1,11,4,1,5,3,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0
0,174,4,1138,4,56,2,2,11879,6,17,2,1,22,3,3,8,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,3.6666666666666665
0,1003,2,1140,4,95,3,3,15834,2,11,4,0,5,3,2,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.5
0,490,3,1143,4,61,3,2,17940,0,14,4,2,8,2,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
0,188,3,1148,2,56,1,4,9558,4,19,1,0,16,3,3,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,4.0
0,718,1,1150,2,79,2,4,17689,1,15,3,1,10,2,2,7,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,10.0
